Unnamed: 0,name,description,picture_url,host_since,host_response_time,host_is_superhost,host_listings_count,host_identity_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
50,Dolce Riva downtown Apartment,"Dolce Riva downtown is a gorgeous modern apartment in the heart of Riva del Garda , near shops, pubs, restaurants, beaches. The apartment is equipped with all conforts and facilities. The space There's WIFI connection, a 32' SMART television. There is a large double room with a king size bed, the sitting room with a very confortable sofa double bed. The bathroom has a shower equipped with towels, shampooing, soap, hairdryer. The modern kitchen with dishwasher, oven, microwave. Guest access There's a lift in the building. In the building there is a private bike depot in the open air. There is a free private underground parking , 5 minutes walk from the apartment. Other things to note Deposit of €300 required to be paid at time of check-in. Cleaning service fee included in the total nightly price. Children 0-3 years stay free. On request a free cot for children. More towels (€10/chan",https://a0.muscache.com/pictures/dc0c2943-0001-4519-b75e-b04c5c716af4.jpg,2018-01-09,within an hour,t,3.0,t,Entire home/apt,4,1 bath,1.0,1.0,"[""Cleaning before checkout"", ""Long term stays allowed"", ""Heating"", ""Body soap"", ""Laundromat nearby"", ""Baking sheet"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Lockbox"", ""Crib"", ""Oven"", ""Iron"", ""Freezer"", ""Toaster"", ""Smoke alarm"", ""Clothing storage: closet"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Shampoo"", ""Bread maker"", ""Lake access"", ""Cleaning products"", ""Fast wifi \u2013 376 Mbps"", ""Stove"", ""Bed linens"", ""Elevator"", ""Hot water kettle"", ""High chair"", ""Cooking basics"", ""Dining table"", ""Dishwasher"", ""HDTV with Amazon Prime Video, Netflix"", ""Room-darkening shades"", ""Bidet"", ""Refrigerator"", ""Hot water"", ""Board games"", ""Portable fans"", ""Wine glasses"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Shower gel"", ""Microwave"", ""Pack \u2019n play/Travel crib"", ""Hangers""]",$114.00,52,94,4.89,4.92,4.96,4.88,4.9,4.89,4.72,f
51,B&B Pichler Casa in  Valle di Fiemme,"Il mio alloggio è vicino a trasporto pubblico, attività per la famiglia, parco per bambini, campo da tennis, piste da sci, vista panoramica e tranquilla. Ti piacerà il mio alloggio per questi motivi: la gente, l'atmosfera, gli spazi esterni, la luce e il quartiere. Il mio alloggio è adatto a coppie, avventurieri solitari, chi viaggia per lavoro, e famiglie con bambini The space B&B Pichler Casa è una soluzione ottimale per chi è alla ricerca di una dimora accogliente, ambienti curati e ricercati, mobili di pregio autentico antiquariato locale... senza precludere ogni comfort per le vacanze, tutte le camere sono curate nel dettaglio, con ampia TV, soffice biancheria e profumata linea cortesia di qualità. La colazione è servita nella nostra stube con vista mozzafiato... vastò buffet con dolci locali , e prodotti di primissima scelta. Posto auto, wi-fi, tutto disponibile gratuitamente Inoltre disponiamo di camere superior d",https://a0.muscache.com/pictures/770af3eb-5536-4d83-93d7-6c9a53c78e14.jpg,2016-03-29,within a day,f,6.0,t,Private room,2,1 private bath,1.0,1.0,"[""Bed linens"", ""Essentials"", ""Free parking on premises"", ""Host greets you"", ""Heating"", ""Wifi"", ""Shampoo"", ""Hair dryer"", ""TV"", ""Crib"", ""Hot water"", ""Hangers""]",$152.00,90,1,4.0,4.0,5.0,5.0,5.0,4.0,4.0,f
52,Cozy&quiet apartment in Trento city.,"The apartment has been recently renovated. It is conveniently located in a quiet neighborhood, only five minutes's walk from historical city centre and Christmas's Markets. 2nd floor with elevator. 5 minutes' walk from city centre. Well connected with buses to train station (or 15 min. walk). Shops and restaurants, bakeries and supermarkets, dry cleaner and cinema, bus stop and other facilities are next door. The space The apartment has been just renovated. It consists of a living room with bed sofa (french size), separate kitchen with table, bathroom (divided between shower & wc), bedroom with bed (queen size), big wardrobe and a little desk. There is a little balcony as well. Guest access Guests will have access to the entire apartment. Washing machine is included. Other things to note The price is foreseen for 2 persons. In case of a third person, an extra cost of 15 euro per day will be charged (10 euro",https://a0.muscache.com/pictures/73f00c31-f49e-4bf0-bad4-01d9f4bce122.jpg,2013-03-26,within an hour,f,1.0,t,Entire home/apt,3,1.5 baths,2.0,2.0,"[""Washer"", ""Essentials"", ""Elevator"", ""Long term stays allowed"", ""Heating"", ""Wifi"", ""Shampoo"", ""Hair dryer"", ""TV"", ""Kitchen"", ""Hangers""]",$90.00,27,4,4.75,5.0,5.0,5.0,5.0,4.5,4.75,f
53,"Villa Rosella, großes Haus mit Blick auf den See","Die Villa Rosella , freistehend und sehr ruhig gelegen , liegt eingebettet in einen Olivenhain auf einem 3000 qm großen , terrassenförmig angelegten nicht eingezäunten Grundstück mit einem fantastischen Blick auf Riva del Garda und den Gardasee. Die Zufahrt erfolgt über eine Privatstrasse und für Ihre Fahrzeuge steht eine Doppelgarage und 2 weitere Stellplätze zur Verfügung. Der nicht beheizte Pool ist ca. 5x10 m groß und bietet ab Mai kühlenden Spaß und Abwechslung. The space Das Ferienhaus besitzt einen großen, offenen Wohn- Essbereich mit offenem Kamin und Esstisch für bis zu 14 Personen.Die voll eingerichtete Küche hat einen Gasherd mit 5 Kochstellen , einen Backofen, Mikrowelle, Geschirrspüler, 2 Kühlschränke und Kaffeemaschine. Die Villa Rosella verteilt sich auf 2 Etagen mit jeweils 3 Schlafzimmern und insgesamt 3 Bädern. Other things to note Handtuchset und Bettwäschepaket können optional hinzu gebu",https://a0.muscache.com/pictures/092331ff-38e8-4f4b-91ec-6537821ae379.jpg,2017-06-22,within a day,f,1.0,t,Entire home/apt,12,3 baths,6.0,14.0,"[""Long term stays allowed"", ""Private pool"", ""Heating"", ""Wifi"", ""Hair dryer"", ""Iron"", ""Smoke alarm"", ""Private entrance"", ""Free parking on premises"", ""Fire extinguisher"", ""Indoor fireplace"", ""Outdoor shower"", ""Washer"", ""TV"", ""Cooking basics"", ""First aid kit"", ""Bathtub"", ""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Dryer"", ""Hangers""]",$248.00,0,5,5.0,5.0,5.0,5.0,5.0,4.8,4.8,f
54,FEATURE ATTIC IN CENTER FRONT LAKE,"App. 2: 2-roomed-apartment (attic) on the last floor with lift: Living room with kitchenette, 1 double sofa-bed, 1 single sofa-bed, 1 double bedroom and bathroom with shower and washmachine. The space The charm of a glamorous renewed historical building in the town centre of Riva del Garda, in front of the wonderful Lake Garda: Guest access One place in the house for bike. Other things to note From July to August we rent from saturday to saturday minimun 7 one week. Inclusive Services: Wifi available in the vicinity of apartment, Electricity, cold and hot water, gas, bed linen and towels at the arrival, courtesy set. Services on payment on request: One parking space for car (max h m 1,90) Euro 10,00 per day Kitchen towels Euro 5,00 per stay Small pets are allowed Euro 10,00 per day Bed linen change Euro 10,00 per person/change Towels change Euro 10,00 per person/",https://a0.muscache.com/pictures/miso/Hosting-3590168/original/43fe1027-350c-4622-83cd-811b2fa3ccc9.jpeg,2014-07-14,within an hour,f,2.0,t,Entire home/apt,4,1.5 baths,1.0,1.0,"[""Long term stays allowed"", ""Cleaning before checkout"", ""Heating"", ""Hair dryer"", ""Cable TV"", ""Shampoo"", ""Lake access"", ""Stove"", ""Washer"", ""Bed linens"", ""Coffee maker"", ""Paid parking off premises"", ""Cooking basics"", ""Room-darkening shades"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""Dishes and silverware"", ""TV with standard cable"", ""Kitchen"", ""Extra pillows and blankets"", ""Hangers""]",$188.00,90,7,4.43,4.5,4.29,4.67,5.0,5.0,4.5,t
55,"""B&B le stanze di Saraswati""","""le stanze di Saraswati"" sono tre, due matrimoniali ed una singola con cucina e ampio bagno in comune. possibilità di parcheggiare le biciclette all'interno di un luogo chiuso. verrà aggiunta la tassa di soggiorno di euro 1,35 al giorno a persona. A 25 km da Trento e 30 da Bolzano, da visitare: il castello, la cascata con il suo sentiero panoramico, la chiesa principale e il parco naturale del Monte Corno. Da qui si raggiunge in un'ora il lago di Garda, la città di Verona e Cortina d'Ampezzo.",https://a0.muscache.com/pictures/miso/Hosting-49998033/original/ec6cc14f-64cc-4784-9b9a-ade4ea4be270.jpeg,2021-05-09,within an hour,f,3.0,t,Private room,2,1 shared bath,1.0,1.0,"[""Heating"", ""Body soap"", ""Hair dryer"", ""Oven"", ""Free street parking"", ""Clothing storage: closet"", ""Private entrance"", ""Lock on bedroom door"", ""Stove"", ""Bed linens"", ""Hot water kettle"", ""Cooking basics"", ""Dining table"", ""Dishwasher"", ""Bathtub"", ""Room-darkening shades"", ""Bidet"", ""Refrigerator"", ""Hot water"", ""Portable fans"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Extra pillows and blankets"", ""Breakfast"", ""Hangers""]",$58.00,75,19,4.74,4.95,5.0,4.84,4.95,4.79,4.89,t
56,La Casa di Vale,"Mi chiamo Valentina, sono una studentessa universitaria, ho 21 anni e sono nata a Trento. Con i miei genitori ho questo appartamento in pieno centro storico, che gestisco assieme a loro alternando lo studio. The space L'appartamento si trova in una delle strade più belle e famose di Trento, via del Suffragio, un tempo passava il fiume Adige, poi deviato, si possono ancora vedere gli anelli degli ormeggi davanti agli antichi portici. La contrada del Suffragio collegava il Cantone alla porta di San Martino, a nord della città, da cui arrivavano a Trento i mercanti e artigiani di origine tedesca che, tra i secoli XIV e il XVIII, si stanziarono proprio in questa via detta, appunto, “Contrada tedesca”. Il quartiere è caratterizzato dai portici sul lato ovest, che ospitavano le osterie e le botteghe dei tedeschi, secondo lo schema del lotto gotico. Ancora oggi possiamo ammirare la bella facciata settecentesca della Chiesa del Suffragio, opera del Brusinelli,",https://a0.muscache.com/pictures/miso/Hosting-53492700/original/261e51b7-1dcd-4204-a6e2-1ba52c3d53bd.jpeg,2021-11-21,within an hour,f,1.0,t,Entire home/apt,4,1 bath,1.0,2.0,"[""Long term stays allowed"", ""Wifi"", ""Pour-over coffee"", ""Hair dryer"", ""Crib"", ""Radiant heating"", ""Oven"", ""Clothing storage: dresser and closet"", ""Iron"", ""Freezer"", ""Induction stove"", ""Di qualit\u00e0 body soap"", ""Private entrance"", ""Cleaning products"", ""Ethernet connection"", ""Free washer \u2013 In unit"", ""Bed linens"", ""Elevator"", ""Hot water kettle"", ""Coffee maker"", ""Paid parking off premises"", ""Di qualit\u00e0 shampoo"", ""Ceiling fan"", ""Window AC unit"", ""Cooking basics"", ""Dining table"", ""First aid kit"", ""Portable air conditioning"", ""Bidet"", ""Drying rack for clothing"", ""Refrigerator"", ""Hot water"", ""Wine glasses"", ""Essentials"", ""55\"" HDTV with Netflix"", ""Dishes and silverware"", ""Kitchen"", ""Extra pillows and blankets"", ""Paid parking lot on premises"", ""Dedicated workspace"", ""Shower gel"", ""Microwave"", ""Hangers""]",$129.00,73,22,4.95,5.0,5.0,4.95,5.0,5.0,4.91,t
57,"Appartamento nel cuore di Predazzo, Fiemme e Fassa","CIPAT022147-AT-273392 Alloggio caldo ed accogliente con panorama sulla catena del Lagorai e del Latemar, da poco ristrutturato nel cuore di Predazzo, località centrale fra le valli di Fiemme e Fassa, a 2 km dagli impianti Latemar-Obereggen e 6 dagli impianti Lusia-Castelir, servito da Skibus. Ottimo per chi vuole godersi la montagna in comodità sia in estate che in inverno. Guest access L'area dell'appartamento a disposizione degli ospiti è costituita da due camere matrimoniali, bagno comprensivo di vasca/doccia e lavatrice, ampio soggiorno con balcone soleggiato e panoramico, attrezzata cucina con frigorifero/freezer, forno classico, forno a microonde, piano cottura, lavastoviglie. Dalla seconda camera si accede al balcone posteriore con vista verso il gruppo del Latemar. A disposizione degli ospiti anche un garage privato situato in altro caseggiato a 100 metri dall'appartamento. License number 022147-AT-273392",https://a0.muscache.com/pictures/92d9911f-0588-4938-af02-84ae9af3a511.jpg,2019-01-14,within an hour,t,1.0,t,Entire home/apt,5,1 bath,2.0,2.0,"[""Cleaning before checkout"", ""Long term stays allowed"", ""Heating"", ""Wifi"", ""Baking sheet"", ""Hair dryer"", ""Crib"", ""Paid parking on premises"", ""Oven"", ""Iron"", ""Free parking on premises"", ""Stove"", ""Washer"", ""Bed linens"", ""Coffee maker"", ""TV"", ""High chair"", ""Cooking basics"", ""Patio or balcony"", ""First aid kit"", ""Bathtub"", ""Dishwasher"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""EV charger"", ""Dishes and silverware"", ""Kitchen"", ""Changing table"", ""Extra pillows and blankets"", ""Microwave"", ""Hangers""]",$64.00,76,52,4.96,4.96,5.0,4.96,4.88,5.0,4.85,t
58,Appartamento Amazzonia sulla pista da sci,"Rilassati con tutta la famiglia in questo alloggio tranquillo. Abbiamo una stanza matrimoniale, una stanza con 3 letti singoli, un divano letto, due bagni, cucina e balcone. La casa ha parcheggio gratuito ed e’ proprio sulla pista da sci. Forniremo lenzuola e asciugamani per tutti gli ospiti.",https://a0.muscache.com/pictures/583a0d67-452c-484b-b842-72b8fcfe9123.jpg,2019-11-11,within a few hours,f,1.0,t,Entire home/apt,7,1 bath,2.0,7.0,"[""Washer"", ""Free parking on premises"", ""Long term stays allowed"", ""Kitchen""]",$300.00,61,4,5.0,4.5,4.75,4.75,5.0,5.0,5.0,f
59,Agostini for 6 persons,"Note: You can directly book the best price if your travel dates are available, all discounts are already included. In the following house description you will find all information about our listing. 3-room apartment 55 m2, on the ground floor. Bright, practical furnishings: 1 room with 1 double bed (2 x 80 cm). 1 large room with 2 beds (80 cm), 1 pull-out bed (2 pers. 2 x 80 cm). Kitchen-/living room (oven, Gas stove, 4 gas rings, kettle, freezer, electric coffee machine) with dining ... The space ...table, satellite TV. Exit to the terrace. Shower/bidet/WC. No heating option. Terrace. Terrace furniture, deck chairs. Facilities: washing machine, baby cot (extra). Internet (WiFi, free). Please note: non-smokers only. Maximum 1 pet/ dog allowed. No mandatory extra charges to be paid on-site except for local tax. Bedlinen, final cleaning and all energy costs are included.  Additional service charges may have to be paid locally on-site, see house r",https://a0.muscache.com/pictures/prohost-api/Hosting-18988643/original/fe072e7e-b653-4b7a-bd1a-4c87af54da30.jpeg,2017-05-19,within an hour,f,133.0,t,Entire home/apt,6,1 bath,2.0,4.0,"[""Washer"", ""Bed linens"", ""BBQ grill"", ""Long term stays allowed"", ""Wifi"", ""TV"", ""Backyard"", ""Crib"", ""Kitchen"", ""Oven"", ""Freezer"", ""Hangers""]",$15.00,0,4,4.75,4.75,4.5,4.75,5.0,4.75,4.75,t
60,Segheria   Vecia siega “LA PRESIDENTE”,"Questa casa era una vecchia segheria ,dal nome “vecia siega La presidente “poi nel tempo è stata trasformata in una casa e ultimamente ristrutturata.L’appartamento ha un ingresso indipendentemente,cucina con soggiorno ,due camere da letto separate con possibilità di aggiunta di un divano letto e/o di un lettino da campeggio ,bagno con doccia di ultima generazione con integrato la radio e giardino fronte e retro ,con area relax dove potete trovare dondolo e amaka .parcheggio privato The space L’appartamento è stato appena ristrutturato ,ha uno stile antico e moderno allo stesso tempo . Lo rende unico lo spazio esterno dove si trova una bellissima panca tipica “bora” dove ci si può rilassare ,stare in compagnia davanti ad un bicchiere di vino ,la sera l’entrata è illuminata da delle luci sul viale. Guest access Gli ospiti possono accedere al giardino privato che c’è davanti all’abitazione ,se avete cani è possibile fare anche un recinto di",https://a0.muscache.com/pictures/ea694a0f-67dc-4f9c-9fab-b88b2ba62786.jpg,2019-03-10,within a few hours,f,1.0,f,Entire home/apt,5,1.5 baths,2.0,3.0,"[""Long term stays allowed"", ""Heating"", ""Wifi"", ""Hair dryer"", ""Oven"", ""Iron"", ""Private entrance"", ""Free parking on premises"", ""Stove"", ""Indoor fireplace"", ""Washer"", ""Bed linens"", ""Single level home"", ""Host greets you"", ""Coffee maker"", ""TV"", ""Backyard"", ""Cooking basics"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Hangers""]",$70.00,70,51,4.96,4.96,4.98,4.96,4.88,4.82,4.86,f
61,"Charming apartment near ""Sellaronda""","The apartment is located in Campitello di Fassa, in a small condo with traditional's alpine architecture, near to the funicular ""Col Rodella"" that leads to the Sella Ronda's area, and the city center. It is spacious (65 m^2), comfortable and well illuminated. It has 2 bedrooms, one bathroom with a window, and the living room which conteins a sofabed, a small kitchen and a balcony. It can accomodate 4-6 peaple. It features a washing machine, tv, parking slot, ski deposit and an accessible garden. The space The sleeping rooms are divided as such: a room with a king size bed, a room with a bunkbed, and the sofabed in the living room. Guest access The guests must take the keys trom the agency, Dolomiti Holidays a Strèda de Cercenà, 10 Canazei (TN), which is in the village just after. Other things to note Given that we can't provide the apartment with bed sheets and towels, you can gather them from the agenc",https://a0.muscache.com/pictures/ffbbf37a-faa1-425d-bb8d-148662357992.jpg,2017-12-04,within a day,f,1.0,t,Entire home/apt,6,1 bath,2.0,3.0,"[""Washer"", ""Long term stays allowed"", ""Free parking on premises"", ""Heating"", ""Wifi"", ""Dishes and silverware"", ""Hair dryer"", ""TV"", ""Backyard"", ""Kitchen"", ""Oven"", ""Patio or balcony"", ""Bathtub"", ""Stove"", ""Bidet"", ""Refrigerator"", ""Hot water"", ""Hangers""]",$69.00,70,19,4.79,4.84,4.74,4.84,5.0,5.0,4.84,f
62,Camara Afta,"L'appartamento si trova al secondo piano di un edificio storico sito in paese. Rimane l'impronta antica della struttura con arredi e spazi completamente rinnovati. The space Si compone di una cucina aperta sulla zona giorno, una stanza matrimoniale e un bagno con doccia. Guest access Gli ospiti hanno pieno accesso all'abitazione.",https://a0.muscache.com/pictures/a0492a27-526d-47a2-a077-8a19dbf920d1.jpg,2014-03-06,within an hour,f,2.0,f,Entire home/apt,2,1 bath,1.0,1.0,"[""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Host greets you"", ""Heating"", ""Shampoo"", ""Baby monitor"", ""Hair dryer"", ""TV"", ""High chair"", ""Babysitter recommendations"", ""Crib"", ""Carbon monoxide alarm"", ""Kitchen"", ""Children\u2019s dinnerware"", ""Hot water"", ""Pack \u2019n play/Travel crib"", ""Hangers""]",$75.00,33,17,4.94,5.0,4.88,4.94,4.94,4.76,4.88,t
63,Mansarda tipica vista Dolomiti,"In posizione centrale e tranquilla, a due passi dal centro storico di Fiera di Primiero. Comodo e vicino a tutti i servizi. Deliziosa Mansardina arredata in stile tipico con gusto, si affaccia sul terrazzo vista Dolomiti, gode del silenzio di un nido per una vacanza rilassata e speciale. The space L'appartamento è di recente ristrutturazione, arredato con finiture di pregio: in stile tipico con travi in legno a vista. Servizio biancheria disponibile su richiesta License number 022245-AT-060447",https://a0.muscache.com/pictures/c9abe105-c66a-4ac1-bc5e-fd7e49a89774.jpg,2015-08-19,within a day,f,5.0,f,Entire home/apt,2,1 bath,1.0,1.0,"[""Washer"", ""Long term stays allowed"", ""Heating"", ""Dishes and silverware"", ""Hair dryer"", ""TV"", ""Backyard"", ""Kitchen"", ""Cooking basics"", ""Oven"", ""Patio or balcony"", ""Extra pillows and blankets"", ""Stove"", ""Dishwasher"", ""Iron"", ""Refrigerator"", ""Hot water"", ""Hangers""]",$90.00,88,4,4.75,4.75,4.5,4.75,4.25,4.5,5.0,f
64,CASA BELLAVISTA,"Compositions: 2x Bathroom, 2x Bedroom, 1 Livingroom / Bedroom, 1 Kitchen Amenities: 1 double bed, 1 Pair of twin beds, 1 double sofa bed, 2x TV, 1 microwave, 1 Hair Dryer, 1 oven, 1 fridge, 1 Kitchen, 1 wardrobe, 1 sofa, 1 shower, 1 fridge / freezer, 1 Baby cot, 1 Parking, 1 Mountain View",https://a0.muscache.com/pictures/prohost-api/Hosting-655002489300389958/original/fec3129b-4bc1-4021-8880-a323f2831532.jpeg,2022-05-08,within an hour,f,10.0,t,Entire home/apt,6,2 baths,2.0,4.0,"[""Long term stays allowed"", ""TV"", ""Hair dryer"", ""Crib"", ""Kitchen"", ""Oven"", ""Microwave"", ""Freezer"", ""Refrigerator""]",$460.00,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
65,"Lake Garda, wide terrace and sun","Placed in a very sunny, quite and nice area close to the Garda Lake, the apartment offers a big living room with a kitchen, air conditioner, one bedroom and a nice bathroom. A nice terrace giving a plus value to the apartment. Deposit for your bikes & sport equipment. The space The apartment is at the first floor of a beatiful Liberty style house renovated in 2014. The spacious terrace expose to the south, is a place to relax! Guest access The access to the house is independently with two possibility: the first by car directly to private parking place and the other from a gate directly from the street. The area around the house will be accessible by the guest that means 1000sq of garden. Other things to note From 1st January the Autonomous Province of Trento will introduce a provincial tourist tax. The tax is due from all those staying overnight in accommodation situated within the province, for a maximum of 10 consec",https://a0.muscache.com/pictures/49170274-d1be-4a46-b7f6-abfa1b68ae3e.jpg,2013-12-09,within an hour,t,2.0,t,Entire home/apt,4,1 bath,1.0,1.0,"[""Long term stays allowed"", ""Heating"", ""Wifi"", ""Outdoor dining area"", ""Stainless steel gas stove"", ""Hair dryer"", ""Baking sheet"", ""Crib"", ""Oven"", ""Free street parking"", ""Iron"", ""Freezer"", ""Cable TV"", ""Nespresso machine"", ""Private entrance"", ""Fire extinguisher"", ""Outdoor furniture"", ""Cleaning products"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Air conditioning"", ""Free driveway parking on premises"", ""Bed linens"", ""Host greets you"", ""Hot water kettle"", ""Coffee maker"", ""High chair"", ""Backyard"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Dining table"", ""First aid kit"", ""Bidet"", ""Drying rack for clothing"", ""Pack \u2019n play/Travel crib - available upon request"", ""Refrigerator"", ""Hot water"", ""Wine glasses"", ""Essentials"", ""Dishes and silverware"", ""TV with standard cable"", ""Kitchen"", ""Extra pillows and blankets"", ""Hangers""]",$86.00,61,315,4.95,4.98,4.97,4.98,4.97,4.77,4.93,t
66,Appartamento Esprit Des Alpes,"Appartamento in zona centrale a Canazei, nelle immediate vicinanze delle piste da sci e ben servito da tutte le strutture. The space A Canazei, nel cuore della Val di Fassa, simpatico e caloroso appartamento recentemente ristrutturato di 50mq disponibile per la stagione invernale ed estiva. Distribuiti su due piani, zona soggiorno con divano a 3 posti, zona cucina con piastra ad induzione e microonde, bagno con doccia e mansarda con lucernario comprendente un letto matrimoniale e due letti singoli disposti a castello. A disposizione dei nostri clienti vi sono: due televisori, un ricevitore satellitare, linea wi-fi internet, un asciugacapelli, cantina propria per deposito sci e scarponi e garage con posto auto coperto. L'appartamento è a 250mt dalla prima fermata dello Ski bus, a 750mt dall'impianto di risalita Belvedere, a 450mt dal centro di Canazei e a circa 300mt dal nuovo centro sportivo ""Dolaondes"" con piscine e palestra. I prezzi comprendono cuscini, lenzuo",https://a0.muscache.com/pictures/fbaae359-260b-4769-b61c-b31315535ff3.jpg,2014-10-07,within a few hours,f,1.0,t,Entire home/apt,4,1 bath,1.0,4.0,"[""Washer"", ""Essentials"", ""Bed linens"", ""Free parking on premises"", ""Host greets you"", ""Heating"", ""Fire extinguisher"", ""Wifi"", ""Coffee maker"", ""Dishes and silverware"", ""Hair dryer"", ""TV"", ""Backyard"", ""Kitchen"", ""Cooking basics"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Microwave"", ""Refrigerator""]",$56.00,16,27,4.38,4.5,4.69,4.38,4.58,4.69,4.38,f
67,apartment Lake caldonazzo 2,"Living room with kitchenette and 2 sofa beds on the first floor bedroom and 1 cot and bathroom. 200mt from the lake. A big garden and a private parking space, barbecue, washing machine, iron, freezer, microwave oven, place bike, Internet Access, The space Living room-kitchen: The kitchenette with a gas cooker and an electric oven is also equipped with pots and pans. The living room has two sofa beds with a satellite TV. Under the stairs there is a small deposit for cleaning equipment, vacuum cleaner, changing table, high chair. Bedroom: The master bedroom is on the first floor, accessible by a staircase that overlooks the private garden. Ability to add 1 smal bed for child. Bathroom: It is located next to the bedroom and has a shower. Products welcome bath and a hairdryer. Garden: It is equipped with outdoor table with umbrella and beach chairs and some toys for children. Parking i",https://a0.muscache.com/pictures/miso/Hosting-11494048/original/44112f6b-3b36-4193-a15c-039a566a02fb.jpeg,2016-02-26,within a day,f,3.0,t,Entire home/apt,4,1 bath,2.0,4.0,"[""Long term stays allowed"", ""Wifi"", ""Hair dryer"", ""Crib"", ""Iron"", ""Freezer"", ""Private entrance"", ""Free parking on premises"", ""Fire extinguisher"", ""Baby safety gates"", ""Lake access"", ""Bed linens"", ""Washer"", ""Security cameras on property"", ""Hot water kettle"", ""Gas stove"", ""Barbecue utensils"", ""TV"", ""High chair"", ""First aid kit"", ""Dishwasher"", ""Fenced garden or backyard"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Microwave"", ""Hangers""]",$70.00,9,12,5.0,4.92,5.0,4.91,4.91,5.0,4.91,f
68,Campi Casa,"Nestled in the mountains surrounding Lake Garda, the holiday home Campi Casa, which was restored from an 1800s country house, exudes the charms of a traditional, alpine Italian village with some modern touches. Expanding over two floors, the home consists of a colorful living room, a well-equipped kitchen with a large dining table, 4 bedrooms (two rooms with king beds and two with a pair of single beds each) as well as one bathroom and therefore can accommodate 10 people. Other things to note The home’s charming ambience is due to a unique combination of tasteful, rustic furnishings and modern accents, where guests feel invited to snuggle up by the fireplace and admire the rough, exposed masonry of the walls. For views of the forested mountains, of the shimmering Lake Garda or for a breath of fresh, alpine air, guests can step out onto the balcony. A grocery store is conveniently located across the street (one minute walking), while a small selection of restauran",https://a0.muscache.com/pictures/prohost-api/Hosting-28800064/original/55278f32-610f-46bb-91bd-db394c7cdcde.jpeg,2018-07-27,within an hour,f,624.0,t,Entire home/apt,8,1 bath,4.0,6.0,"[""Washer"", ""Essentials"", ""Bed linens"", ""Free parking on premises"", ""Long term stays allowed"", ""Heating"", ""Wifi"", ""Hot water kettle"", ""Dishes and silverware"", ""Backyard"", ""Kitchen"", ""Cooking basics"", ""Oven"", ""Patio or balcony"", ""Stove"", ""Free street parking"", ""Freezer"", ""Refrigerator"", ""Board games""]",$118.00,89,4,5.0,4.75,4.5,5.0,5.0,5.0,4.75,t
69,Stella Alpina - 402 ricci int 12,"(022036-AT-066157) Two-room apartment for 4 people located on the second floor. Apartment has 1 double bedroom, 1 bathroom with shower, living room with kitchenette and sofa bed. Television, washing machine and balcony. Wi-Fi Internet. Located at the beginning of the walk that connects Campitello to Canazei, close to the Col Rodella cable car and Acropark playground. Campitello is located at the feet of the Col Rodella and close to the Val Duron. Campitello was the first tourist and alpine resort in the Val di Fassa and an important place of study both for alpinists and worldwide famous scientists. The house Stella Alpina is located close to the center of Campitello di Fassa providing easy access to facilities including ski bus stop, ski school, ski rental and mountain bike hire. Col Rodella cable car and Ischia sports center with the ADEL artificial climbing wall is only a distance of 300 meters. Located in the center are many services including supermarket, ATM, restaurants",https://a0.muscache.com/pictures/prohost-api/Hosting-15768550/original/6c383d0d-110b-46cc-9f9e-02c110bff374.jpeg,2016-09-12,within an hour,f,64.0,t,Entire home/apt,4,1 bath,1.0,2.0,"[""Long term stays allowed"", ""Free parking on premises"", ""Heating"", ""Coffee maker"", ""Hair dryer"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""HDTV"", ""Microwave"", ""Refrigerator""]",$84.00,56,3,4.0,4.33,4.67,4.67,5.0,4.33,4.0,t
