Date,Name,Reviews,Language,ISO,Key phrases,Sum of Score sentiment,Sentiment
7/8/18,Andre,"Al 1x eerder gebruik gemaakt van het appartement. Het is geweldig mooi, schoon en het ligt zeer mooi. Echt een aanrader.",Dutch,nl,"schoon, Echt, aanrader, appartement",95.50%,Positive
6/24/18,Dominik,Sehr schönes und modern eingerichtetes Appartment in ruhiger Lage. Mit dem Fahrrad sind es ca. 5 min zum See. Roberto und seine Familie haben uns herzlich empfangen und viele Tipps für unsere täglichen Mountainbike-Touren gegeben. Wir empfehlen die Unternkunft zu 100% weiter und planen selbst im nächsten Jahr wieder dieses Appartment zu buchen.,German,de,"modern eingerichtetes Appartment, ruhiger Lage, Tipps, täglichen Mountainbike, empfangen, Touren, planen, Familie, Unternkunft, Roberto, Fahrrad, See",68.90%,Neutral
6/16/18,Monika,"Great and clean apartment, there is really beautifull view from the terrase. Robert is very heplfull. Perfect also with kids. Recomended.",English,en,"beautifull view, clean apartment, terrase, Robert, heplfull, kids, Recomended",99.90%,Positive
6/14/18,Christina,"Es war ein wunderschöner & traumhafter Urlaub in der Wohnung von Roberto ! Die Wohnung ist sehr modern ausgestattet! Wir sind von Ihm & seiner Familie herzlichst empfangen worden ! Alles war perfekt, nichts hat gefehlt ! Top Lage, wir waren zu Fuß in ca. 15 Gehminuten an der Strandpromenade! Wir kommen definitiv wieder !",German,de,"Wohnung, traumhafter Urlaub, Roberto, Gehminuten, Strandpromenade, Top Lage, Familie",68.20%,Neutral
6/4/18,Prisca,"We had a lovely stay in this wonderful quiet apartment. It is located a few minutes bike ride from the sea, but it is totally worth it! Everything as described and shown on the photos. Warm welcome by Roberto. He and his family were always available when we needed something. Absolutely recommendable!",English,en,"sea, lovely stay, wonderful quiet apartment, minutes bike ride, Warm welcome, Roberto, family, photos",100.00%,Positive
5/28/18,Heidi,"We had a fantastic time in Roberto's place. The apartment is located about 2 km from the lake and you will need a bike or car to get to places. The advantage of this is that it is very quiet and relaxing. With Roberto's parents living on the ground floor, it is Airbnb at its best, authentic, friendly and home from home. The balcony is a dream, we spent most our time outside. The views are down to the town (no lake view) and to the sides you can see the mountains. The beds are very comfortable, the kitchen is well equipped and the house is spotless. If you are British, do not expect a kettle or microwave, this is not standard in an Italian house. We brought our own bikes in bike bags and needed to assemble them. Roberto's dad was very helpful, he pumped up the tyres with a compressor and made sure we could lock them up safely. We also asked for an earlier check-in and later check-out (by 1 hour) to fit in with our flight times and Roberto was very accommodating. We would certainly go there again.",English,en,"home, Roberto's parents, Roberto's place, Roberto's dad, Italian house, bike bags, lake view, fantastic time, later check-out, Airbnb, kitchen, best, ground floor, tyres, flight times, earlier check-in, town, sides, kettle, compressor, microwave, beds, hour, dream, car, places, bikes, balcony, views, mountains, apartment, advantage",100.00%,Positive
5/25/18,Veronika,Great host! Family was very sweet.,English,en,"Great host, Family",99.60%,Positive
5/19/18,Daphnée,Logement très propre et bien aménagé dans un quartier tranquille. Nous avons tout fait à pied. Un beau sentier se rend au lac qui n'est pas très loin. Vu à couper le souffle. Roberto est très accueillant. Nous avons appréciez les jours passés à Riva del garda. Nous reviendrions.,French,fr,"quartier tranquille, lac, jours passés, del, Logement, Roberto, sentier, souffle",70.40%,Neutral
5/12/18,Rosslava,Roberto's place is perfect for spending some days at Lago di Garda. The location is very quiet and perfect for relaxing. There is a store for basic things near the apartment and the bigger groceries are in a walking distance. We can only recommend it.,English,en,"apartment, bigger groceries, days, basic things, store, walking distance, Lago, Roberto's place, Garda, location",99.40%,Positive
5/7/18,Chloé,"This is by far the nicest flat we have ever been with air b n b (and we do this several times a year). Quiet, clean, newly renovated and with all you need. Roberto is very kind et fast responsive. The cherry on the cake is the area where the flat is. The view on the terrasse is superb and the neighborhood absolutely lovely with the fields of olives and forest (Monte Brione) 5min walking distance. It takes 20min walking to Riva center. I highly recommend you to go at Roberto’s place!",English,en,"flat, air b n b, walking distance, Monte Brione, fields of olives, neighborhood, kind et fast responsive, forest, terrasse, cake, area, cherry, view, Riva center, Roberto’s place, times, year",100.00%,Positive
5/3/18,Martin,nice Apartment and great Host,English,en,"nice Apartment, great Host",98.60%,Positive
4/27/18,Ewa,"Wszystko było tak , jak opisane w ofercie : czyli : czysty , przestronny apartament z przemiłymi gospodarzami . Spokojna okolica , ale jednocześnie blisko do plaży i centrum miasta . Polecam :)",Polish,pl,"przestronny apartament, przemiłymi gospodarzami, plaży, ofercie, centrum miasta, Spokojna okolica, Polecam",88.50%,Positive
4/16/18,Luigi,"Roberto's place was beyond expectations . Spacious with a beautiful terrace . All amenities in place ,well positioned . Roberto's mum was of exceptional help in the absence of Roberto . We recommend this place without hesitation",English,en,"Roberto's place, Roberto's mum, exceptional help, absence of Roberto, beautiful terrace, expectations, amenities, hesitation",93.50%,Positive
4/12/18,Erica,"Прекрасное жильё в потрясающем месте. Хорошие хозяева, подсказали куда съездить и что посмотреть. Час езды от Вероны на машине. Рекомендую.",Russian,ru,"Прекрасное жильё, езды от Вероны на машине, хозяева",94.00%,Positive
4/9/18,Giulia,"La casa di Roberto è meravigliosa, pulitissima, accogliente, uno spazio ideale per famiglie e coppie che vogliono godersi Riva. Roberto è stato carinissimo è sempre a disposizione per qualsiasi domanda! Super raccomandato!!!",Italian,it,"casa di Roberto, famiglie, spazio ideale, coppie, disposizione, Riva, domanda, Super",77.80%,Neutral
4/6/18,Christina,"Wir sind zu 100% zufrieden. Großer Garten mit vielen Spielgeräten für Kids.. Tischtennis, Basketball, Fussball, Spielhaus, Trampolin, Fahrzeuge... Der Balkon hat einen top Ausblick auf die Bergen - so wacht man früh gerne auf. Gartenmöbel auf Balkon für 4 Personen. Betten und Sofa sehr bequem. Küchen Utensilien alle vorhanden. Wir kommen wieder. Fußweg nach Riva - z.b. blue Garden, 15 Minuten. Großer Spielplatz um die Ecke, kleiner Supermarkt 30 m entfernt.",German,de,"Balkon, Fussball, Spielhaus, Trampolin, Fahrzeuge, blue Garden, Basketball, top Ausblick, Fußweg, Riva, Tischtennis, Spielgeräten, Kids, Spielplatz, Ecke, Supermarkt, Bergen, Minuten",64.50%,Neutral
3/23/18,Ben,Der Aufenthalt in Robertos Wohnung hat uns gut gefallen. Die Kommunikation mit Roberto (spricht Englisch) und Robertos Dad (spricht Deutsch) hat hervorragend geklappt – beide sind sehr nett. Die Wohnung im 1. Stock (Treppe) ist modern eingerichtet und verfügt über alles was man für ein paar Tage am Gardasee benötigt. Die Küche ist weitläufig und bietet vergleichsweise geräumige Arbeitsflächen. Der große Balkon ist natürlich ein Highlight. Die Sauberkeit der Wohnung war ebenfalls gut (Endreinigungsgebühr wird generell erhoben). Kleiner Tipp für die Freizeitsportler: Gleich hinter dem Haus beginnt der Spazier- / Wanderweg auf den Brione (oben gibt’s 2 Festungen und natürlich tolle Aussicht auf Arco und Riva). Das Gelände ist optimal für eine schnelle Runde am Morgen… Wir freuen uns schon auf unseren nächsten Besuch!,German,de,"Robertos Wohnung, Sauberkeit der Wohnung, Robertos Dad, Aussicht, gibt’s, Festungen, Englisch, vergleichsweise geräumige Arbeitsflächen, Wanderweg, Arco, Brione, Küche, Stock, Treppe, Freizeitsportler, Gelände, schnelle Runde, Haus, modern, Riva, Kommunikation, Deutsch, Aufenthalt, Gardasee, Balkon, Highlight, nächsten Besuch, Tipp, Endreinigungsgebühr",58.10%,Negative
3/18/18,Alessia,"Il soggiorno a Riva è stato fenomenale!... cercavamo un luogo dove stare un po’ in relax, lontano dalla vita frenetica del lavoro e così è stato! L’appartamento è meraviglioso e fornito di tutto il necessario, questo ha facilitato il clima di relax!... l’host e tutta la famiglia sono stati gentilissimi nell’accoglienza! Valore aggiunto dell’appartamento sono inoltre le finestre della zona giorno che permettono di vedere il panorama esterno e creano una luce stupenda!...possiede anche una terrazza magnifica! Assolutamente da consigliare!... Ancora complimenti anche per il locale, qualcosa di diverso dal solito! Siamo rimasti molto contenti!",Italian,it,"appartamento, clima di relax, panorama esterno, vedere, finestre della zona giorno, luce stupenda, famiglia, locale, qualcosa, solito, vita frenetica, soggiorno, Riva, accoglienza, terrazza magnifica, host, Valore, luogo",59.50%,Negative
3/11/18,Svetlana,"Roberto is very friendly host. He recommended to us where to have a dinner and places to walk. His apartment is very spacious and cozy. With well equipped kitchen, big bed and great view from a balcony. It was a wonderfull trip.",English,en,"great view, big bed, equipped kitchen, balcony, apartment, cozy, Roberto, friendly host, dinner, places",100.00%,Positive
2/7/18,Stefania,"Appartamento confortevole, pulito, ben arredato e organizzato, con un terrazzo meraviglioso. Host cordiale e disponibile.",Italian,it,"Appartamento confortevole, terrazzo meraviglioso, Host cordiale",100.00%,Positive
1/31/18,Korbinian,"A lovely house in a quiet living area. Great views from the very large and sunny balcony, modern kitchen and everything else you could wish for. Roberto was a great host too, welcomed us very warmly and was available for any questions any time. Recommended!",English,en,"Great views, great host, sunny balcony, lovely house, quiet living area, modern kitchen, questions, time, Roberto",100.00%,Positive
1/16/18,Mauricio,"Roberto is a great host. The place is big, all new and clean. The balcony is fantastic, big and with a wonderful view. I hope more people can enjoy this place!",English,en,"place, wonderful view, Roberto, great host, balcony, people",99.80%,Positive
1/7/18,Alessandro,Proprietari cordiali ed attenti ad eventuali esigenze. Appartamento pulito e curato. Bel paesaggio dall’ampio balcone.,Italian,it,"Proprietari cordiali, eventuali esigenze, Appartamento pulito, paesaggio, ampio balcone",88.20%,Positive
1/2/18,Andrea,"Appartamento molto bello, curato nei dettagli, in zona tranquilla e silenziosa ma allo stesso tempo molto vicino al centro e a tutti i servizi. La terrazza è un oasi di pace e tranquillità dove rilassarsi dopo una giornata di escursioni. Roberto è un host praticamente perfetto: puntuale, preciso e sempre disponibile per consigli e suggerimenti. Una vacanza da ripetere!",Italian,it,"dettagli, host, tranquillità, oasi di pace, consigli, zona tranquilla, centro, terrazza, Appartamento, suggerimenti, Roberto, giornata di escursioni, vacanza da ripetere",66.70%,Neutral
12/10/17,Luca,"Abbiamo soggiornato nell'appartamento di Roberto dal giorno 7/12 al giorno 10/12. Appartamento pulito, luminoso con una cucina ben attrezzata, e un bel terrazzo. Roberto e sua mamma sempre disponibili e molto ospitali. Molto consigliato Luca",Italian,it,"appartamento di Roberto, giorno, Appartamento pulito, cucina, mamma, consigliato Luca, terrazzo",78.60%,Neutral
11/12/17,Edina,"Very nice apartment, relatively close to the lake. Beautiful view from the terrace and living room to the mountains. Good parking. Clean and nice smell. We even had fresh roses in the living room:) Roberto and his family were very friendly and helpful they gave us also good recommendation for restaurants. Comfortable beds, good pillows. Well equipped kitchen. We had what we needed. A small shop nearby for breakfast is ideal, for bigger shopping you need a car, but there are no big distances in the city. We had a wonderful stay with our kids and would love to come back.",English,en,"living room, good recommendation, good pillows, Good parking, nice apartment, nice smell, breakfast, family, Roberto, bigger shopping, terrace, fresh roses, car, small shop, Comfortable beds, big distances, Beautiful view, wonderful stay, kids, city, lake, mountains, restaurants",100.00%,Positive
11/1/17,Stefanie,Great Flat with a great balcony and a perfect kitchen! Amazing bathroom with a wonderful shower.,English,en,"great balcony, Great Flat, Amazing bathroom, wonderful shower, perfect kitchen",100.00%,Positive
10/21/17,Sabine,"Mediteranes Flair auf der ganzen Linie. Eine moderne, gut ausgestattete Wohnung, mit einem großzügigen Koch-und Wohnbereich, der nichts zu wünschen übrig lässt. Was du gekocht hast, kannst du auf der großen und gemütlichen Terrasse gleich genießen oder einfach nach dem Essen die Füße auf der Liege hochlegen. Das Bad und die Dusche sind herrlich und ganz modern ausgestattet. Die Wohnung ist hell und bietet zu allen Seiten schöne Ausblicke. Ich bin eine Pflanzenliebhaberin. Es gab so viele Bäume und Pflanzen, deren Früchte ich immer nur aus den Regalen des Supermarktes kannte. Nun weiß ich, wie ein Grantapfel wächst oder ein Khakibaum ausschaut und wie das Ölivenöl aus eurem Garten in die Flasche kommt. Danke dir Roberto und deinen lieben Eltern, die uns ganz viel gezeigt und erzählt haben. Es war ein wunderschöner Urlaub.",German,de,"ausgestattete Wohnung, Ölivenöl, großzügigen Koch, Früchte, Danke, Roberto, lieben Eltern, Wohnbereich, eurem Garten, Flasche, Dusche, Mediteranes Flair, Linie, Essen, Füße, Liege, Khakibaum, Bäume, hell, moderne, Regalen des Supermarktes, gemütlichen Terrasse, wunderschöner Urlaub, Bad, Grantapfel, Seiten, wünschen, Pflanzenliebhaberin",57.50%,Negative
10/6/17,Brian,Roberto's place worked out perfectly for us. It was fully equipped with everything we needed if we wanted to eat in or we could do a short walk to down town where all the action is. Roberto's communication was very timely and we will definitely stay here for our return trip to Riva Del Garda.,English,en,"Roberto's communication, Roberto's place, town, return trip, Riva, Garda, short walk, action",98.70%,Positive
10/3/17,Matthias,"Everything was better than we ever could have expected! Roberto is a very openminded and a courteous person, just like his complete family. We really enjoyed our stay in this wonderful apartment in a typical Italian house with the wonderful terrace, interior and surroundings. The apartment is a little bit outside of the city of Riva and the tourist spots, so it is just perfect for a calm and relaxing stay. It is also good situated to start some great mountainbike tours. Furthermore for hiking it is just 20 minutes by car to come to some nice starting points.",English,en,"wonderful apartment, wonderful terrace, relaxing stay, typical Italian house, great mountainbike tours, courteous person, city of Riva, tourist spots, car, calm, surroundings, nice starting points, complete family, minutes, Roberto",99.90%,Positive
9/28/17,Liana,"Roberto is a wonderful host who was more than happy to answer any questions we had about Lake Garda during our stay. For us this was the perfect location - between the east and west of the lake. Close enough to everything yet far enough that you're not in the thick of it (note you probably need a car to get there). We walked to and from the lake everyday which wasn't a problem at all, then used he car to go further. Roberto's family were also so accommodating with offers of home-grown fruit and home-made syrups. Roberto's mum was also incredibly kind in letting us use her washing machine. Thank you!",English,en,"Lake Garda, car, Roberto's mum, Roberto's family, east, wonderful host, home-grown fruit, home-made syrups, questions, west, perfect location, stay, washing machine, problem",100.00%,Positive
9/24/17,Ina,"Roberto und seine Familie waren sehr nett und hilfsbereit. Die Wohnung ist top modern und sauber, es gibt nichts zu beanstanden!",German,de,"Wohnung, top modern, Roberto, Familie",95.50%,Positive
9/22/17,Insa,"Sehr schöne renovierte Wohnung mit toller großer Terrasse mit traumhaftem Blick auf die Berge. Die Wohnung ist sehr komfortabel mit super Bad und sehr gemütlichen Betten. Alles sehr modern eingerichtet. Hier und da fehlen vielleicht ein paar Vorhänge, damit es nicht so hallt in den modernen Räumen. Roberto und seine Familie waren sehr nett und hilfsbereit. Vielen Dank dafür. Wir kommen gerne wieder. Vor allem zum Mountainbiken super gelegen. Erstklassiges Preis-Leistung-Verhältnis!",German,de,"super Bad, Mountainbiken super, schöne renovierte Wohnung, Terrasse, traumhaftem Blick, Erstklassiges Preis, Leistung, Verhältnis, Berge, gemütlichen Betten, fehlen, paar, modernen Räumen, Roberto, Familie",63.90%,Neutral
9/17/17,Jacqueline,"Roberto und seine Familie sind tolle Gastgeber! Das Apartment ist super modern und sauber, der Balkon mit der Aussicht ist das Highlight. Die Lage ist etwas außerhalb aber voll ok.",German,de,"Balkon, super modern, Roberto, Familie, tolle Gastgeber, Aussicht, Highlight, Apartment, Lage, ok",82.30%,Positive
9/14/17,Yannick,Das vielleicht beste Preis Leistungsverhältnis in Riva! Roberto und seine Familie sind wirklich eine typische italienische gastfreundliche nette Familie. Wir haben uns sofort wohl gefühlt. Bei Nachfragen sofort reagiert. Die Wohnung ist sehr modern eingerichtet. Sogar die Waschmaschine durften wir benutzen. Die Terasse ist wunderbar zum Sonnen wenn die Sonne scheint (wir hatten leider ziemlich viel Regen). Es war alles da was man benötigt. Ansonsten kann man einfach Roberto fragen. Als letztes das einzige Manko. Die Wohnung ist schon ein Stückchen zum Laufen vor allem in die Stadt. Aber da wir gerne laufen war das ok. Wir würden Roberto zu 100% weiterempfehlen.,German,de,"Laufen, Wohnung, Roberto fragen, typische italienische gastfreundliche nette Familie, beste Preis Leistungsverhältnis, Riva, Sonnen, letztes, einzige Manko, Stückchen, Terasse, Stadt, ok, Nachfragen, Waschmaschine, Regen",59.70%,Negative
9/2/17,Nataliya,"Wir waren zum dritten mal bei Roberto und höchstwahrscheinlich nicht zum letzten mal. Die Lage des Appartments ist gut, etwas weiter vom Strand (ca 1.1 km - 20 Gehminuten) , entfernt vom Trubel der Touristen - denoch ein guter Ausgangspunkt für Wandern, Jogging und Radfahrern. Lebensmittelläden sind in max. zehn Autominuten entfern. Ein klein Lande wie ein Kiosk befindet sich sogar gleich in zwei Gehminuten. Ein gutes Restaurant ""Colombera"" ist nur ca 500m entfernt. Das Appartment selbst ist mit notwendigen Utensilien zum selbst kochen ausgestattet und groß genug für max. vier Personen. Die Terasse lockt zum entspannen ein. Bei Bedarf darf die Waschmaschine mitbenutzt werden. Die Kommunikation mit Roberto ist schnell und unkompliziert. Bei Fragen oder irgendwelchen Anliegen kriegt man schnelle Antwort. Parken kann man ohne Weiteres vor der Tür. Fazit: schöner und entspannter Aufenthalt ist hier garantiert. Danke an Roberto und seine Familie. Bis blad!",German,de,"Roberto, ca, Gehminuten, letzten mal, Ausgangspunkt, Wandern, denoch, notwendigen Utensilien, Anliegen, Fazit, schöner, entspannter Aufenthalt, Jogging, Radfahrern, Trubel der Touristen, schnelle Antwort, klein Lande, Kiosk, kochen, Fragen, Restaurant, Colombera, Kommunikation, Danke, Familie, Lebensmittelläden, Autominuten, Terasse, entspannen, Bedarf, Waschmaschine, Lage, Appartments, Strand",56.90%,Negative
8/19/17,Sean,"The apartment was really well equipped, which is great for people who like to cook. We appreciated the quietness and beautiful view of the expansive terrace. The 20 min walk to the lake is a small price to pay for the calm of being away from the crowds of tourists in town. We'd stay there again.",English,en,"beautiful view, expansive terrace, small price, calm, quietness, crowds of tourists, people, town, lake, apartment",99.50%,Positive
8/16/17,Marcin,Great place with fantastic tarrace. Very close bus stop you can forgot about car.,English,en,"Great place, fantastic tarrace, close bus, car",21.40%,Negative
8/5/17,Julia,"Der Balkon der Wohnung ist unglaublich, Roberto und sein Vater sind tolle Gastgeber, wir (zwei Erwachsene, zwei Kinder und ein Hund) können die Wohnung nur empfehlen.",German,de,"Balkon der Wohnung, Roberto, Erwachsene, tolle Gastgeber, Vater, Hund, Kinder",82.40%,Positive
7/17/17,Ellen,"Wir waren als Familie 2 Wochen in Robertos Wohnungsbau. Wir sind von seinem Vater sehr herzlich empfangen worden und er hat uns alles Nötigen erklärt. Die Wohnung ist mit allem ausgestattet, was benötigt wird. In nur 5 Min. Entfernung konnte man Brötchen bekommen und somit konnte jeder Tag entspannt auf der großen Terasse mit grandiosen Ausblick auf die Berge beginnen. Die Wohnung ist in einer ruhigen Gegend und die nächste Bushaltestelle nur wenige Minuten entfernt. Leider fahren die Busse nur im Stundentackt. Die nähere Umgebung ist wirklich sehr sehenswert. Wir haben uns sehr wohlgefühlt und können diese Wohnung nur weiterempfehlen.",German,de,"grandiosen Ausblick, nächste Bushaltestelle, ruhigen Gegend, Berge beginnen, Familie, Wochen, Robertos Wohnungsbau, Terasse, Entfernung, Brötchen bekommen, fahren, Busse, Stundentackt, Minuten, nähere Umgebung, Vater",60.00%,Neutral
7/3/17,Rachel,"We loved our stay in this apartment. The large terrace has gorgeous views and is big enough to have meals on or sunbake. We didnt have a car and found it an easy walk on the path to the lake or for shopping and dining. LOVED that it was a little out of town so it was quiet, no crowds of tourists or crazy traffic to deal with. The apartment was immaculate and had everything we needed. The whole family are so lovely and welcoming, I highly recommend Roberto's to everyone.",English,en,"apartment, lake, crowds of tourists, path, gorgeous views, easy walk, large terrace, car, shopping, crazy traffic, town, family, dining, Roberto's, didnt, meals, stay",95.30%,Positive
6/27/17,Tim,Wir haben uns sehr wohl gefühlt! Eine super Wohnung! Sauber und in einer tollen Lage! Es ist alles vorhanden was man für den Aufenthalt benötigt! Wie kommen gern wieder! Danke für die schöne Zeit!,German,de,"Danke, super Wohnung, tollen Lage, Aufenthalt",75.00%,Neutral
6/25/17,Erja,"Asunto sijaitsi keskustan ulkopuolella rauhallisella paikalla. Olimme itse liikkeellä autolla, joten liikkuminen oli helppoa ja autolle löytyi vierestä parkkipaikka. Asunto oli valoisa ja kauniisti sisustettu ja todella siisti. Iso parveke oli mahtava. Talossa oli iso puutarha. Emme tavanneet itse isäntää, mutta meidät vastaanottaneet isovanhemmat olivat hurmaavia ja hyvin ystävällisiä. Olimme liikkeellä hellekauden aikana joten oleskelutiloista löytynyt tuuletin oli tositarpeeseen.",Finnish,fi,"Asunto, liikkeellä hellekauden, liikkeellä autolla, iso puutarha, Iso parveke, helppoa ja autolle, oleskelutiloista, tuuletin, liikkuminen, keskustan ulkopuolella rauhallisella paikalla, isovanhemmat, parkkipaikka, tositarpeeseen, Talossa",66.90%,Neutral
6/22/17,Giovanni,"'+ großes, gut ausgestattetes Apartment + sehr Sauber + ruhig gelegen + schöne Aussicht von der großzügigen Terrasse + Baby-Reisebett wurde uns schon ins Schlafzimmer gestellt +++ Vermieter sehr freundlich und hilfsbereit (konnten uns an dem frischen Gemüse im sehr schönen Garten bedienen...Unser Kleiner war auch sehr begeistert von Gigi und Mimi :) - etwas weit vom See entfernt (für uns aber nicht so schlimm, ca. 20 min zu Fuß)",German,de,"großzügigen Terrasse, Reisebett, Baby, schöne Aussicht, frischen Gemüse, schönen Garten, Mimi, Schlafzimmer, ausgestattetes Apartment, Gigi, See, Vermieter",65.90%,Neutral
6/11/17,Ulrike,"Wir haben eine schöne Woche in Robertos Wohnung in Riva verbracht. Seine Eltern die im auch im Haus wohnen, haben uns sehr herzlich in Empfang genommen und gute Tipps gegeben. Die Wohnung ist genau so wie die Bilder sie präsentiert, tolle Terrasse. Sehr zu empfehlen.",German,de,"Robertos Wohnung, Bilder, Riva, Haus wohnen, Eltern, tolle Terrasse, Empfang, Tipps",72.20%,Neutral
6/5/17,Sara,"Ho soggiornato presso la casa di Roberto con il mio compagno, la bimba di 8 mesi ed il cane; appartamento bello, soleggiato, pulito e con una terrazza magnifica. Ubicato in un quartiere tranquillo assicura quiete e riposo per una vacanza al top; inoltre i genitori di Roberto sono delle persone squisite, sempre gentili e disponibili. Ottima comunicazione con Roberto.",Italian,it,"genitori di Roberto, casa di Roberto, riposo, mesi, cane, appartamento bello, quiete, vacanza, compagno, top, quartiere tranquillo, bimba, terrazza magnifica, comunicazione",66.90%,Neutral
6/2/17,Christian,"We had a great time at Roberto's place - everything was just perfect! Unfortunatley we didn't meet Roberto himself, so his parents showed us the house. They were so nice and welcoming and gave us very useful tips regarding the area of Riva del Garda. The house is very clean and tidy and located at a quiet neighborhood. The apartment is equipped very well and looks like it was renovated recently. The terrace is huge and perfect for having breakfest/dinner outside or just for sunbathing. It takes about 15-20min by foot to reach the lake. We absolutely recommend this apartment!",English,en,"house, apartment, area of Riva, useful tips, Roberto's place, great time, quiet neighborhood, Garda, dinner, parents, terrace, foot, lake, Unfortunatley, sunbathing",100.00%,Positive
5/28/17,Birgit,"Wir hatten einen ganz wunderbaren Aufenthalt bei Roberto und seinen Eltern! Die Wohnung ist sehr sauber, modern renoviert und mit allem ausgestattet, was man benötigt. Gardasee, Supermarkt und Restaurants sind fußläufig zu erreichen. Robertos Eltern sind unfassbar herzlich und wir haben uns rundum wohl gefühlt. Wir werden sicher wiederkommen! Birgit, Hanna, Simone und Katharina",German,de,"Robertos Eltern, Gardasee, Birgit, Hanna, Simone, Katharina, Supermarkt, Restaurants, fußläufig, wunderbaren Aufenthalt, Wohnung, modern",67.90%,Neutral
5/21/17,Joana,"Das Wochenende in Robertos Wohnung war der Wahnsinn. Die Terasse lädt zum essen und verweilen ein, der Ausblick ist fantastisch, Roberto und seine Eltern sorgen dafür, dass man sich wie zu Hause fühlt. Falls man Tipps für Aktionen rund um Riva braucht kann man sicher super auf Roberto verlassen und alles in allem gab es nicht eine Sache über die ich meckern könnte. Falls ich nochmal zum Gardasee fahre, gerne wieder in diese Wohnung.",German,de,"Falls, Robertos Wohnung, Roberto verlassen, essen, verweilen, Tipps, Aktionen, Ausblick, Wochenende, Wahnsinn, Terasse, Riva, Eltern sorgen, Gardasee, Hause",63.50%,Neutral
5/19/17,Kerstin,"The flat is the perfect accommodation for a relaxing, it is spacious, newly renovated, very bright and has a large terrace with a fantastic view of the surrounding mountains. The flat is equipped with a full kitchen, plenty of kitchenware and very comfy beds. The location is nice and calm with plenty of parking space and roughly a 30 minutes walk away from Riva town center. Roberto and his parents offered us a very warm welcome to their house and we will come again for sure!",English,en,"flat, minutes, fantastic view, calm, large terrace, parking space, kitchenware, parents, warm welcome, Riva town center, surrounding mountains, perfect accommodation, comfy beds, house, location, Roberto",100.00%,Positive
5/14/17,Franzi,"Eine sehr schöne und gut ausgestattete Ferienwohnung mit toller Terrasse in ruhiger Lage. Ideal um auszuspannen und Ausflüge zu unternehmen. Nach Riva del Garda gelangt man in 20 min zu Fuß, die netten Orte Arco und Torbole sind ebenfalls ganz in der Nähe. Das Ein- und Auschecken liefen absolut unkompliziert und sehr freundlich ab. Wir empfehlen die Wohnung ohne Einschränkungen sehr gerne weiter.",German,de,"ausgestattete Ferienwohnung, toller Terrasse, ruhiger Lage, Torbole, netten Orte Arco, Ideal, Ausflüge, unternehmen, Riva del Garda, Auschecken, Einschränkungen, Nähe",65.90%,Neutral
5/7/17,Hermann,"Our stay was absolutely fantastic. The communication was easy. The accommodation was modern, clean, roomy and cozy. The terrace was huge with a great view to the mountains in direction to Lago di Garda. Perfect for a couple.",English,en,"great view, mountains, direction, accommodation, cozy, terrace, Lago, Garda, stay, communication",100.00%,Positive
5/1/17,Rene,Great place and very nice hosts!,English,en,"Great place, nice hosts",96.10%,Positive
4/28/17,Yaroslav,"Великолепные апарты и очень гостеприимный хозяин. Очень удобная кровать, есть парковка, быстрый вайфай. Из минусов - нет посудомоечной машины и далековато ото всюду,нужен автомобиль или велрсипед",Russian,ru,"парковка, удобная кровать, быстрый вайфай, Великолепные апарты, гостеприимный хозяин, посудомоечной машины, автомобиль, велрсипед",54.50%,Negative
4/21/17,Christopher,"Eine großartige, helle, moderne und sehr saubere Wohnung in einem klassisch italienischem Haus mit echter italienischer Familie. Roberto und seine Eltern waren sehr nett und hilfsbereit. Die Wohnung befindet sich im ersten Stock und hat einen fantastischen und großen Balkon. Die Wohnung hat alles was man braucht. Ein kleiner Kiosk ist direkt um die Ecke, der nächste Supermarkt auch nur wenige Minuten mit dem Auto entfernt. Der See ist in ca. 15-20min zu Fuß zu erreichen. Auch auch gutes Restaurant liegt in unmittelbarer Nähe zu Fuß. Der Monte Brione liegt ebenfalls direkt um die Ecke und kann problemlos zu Fuß erreicht werden. Alles in allen ein super Aufenthalt. Beim nächsten Mal gern wieder!",German,de,"saubere Wohnung, Ecke, klassisch italienischem Haus, echter italienischer Familie, helle, moderne, Minuten, nächste Supermarkt, Restaurant, unmittelbarer Nähe, Stock, Monte Brione, super Aufenthalt, nächsten Mal, Roberto, Eltern, Balkon, Auto, Kiosk, See",58.70%,Negative
4/17/17,Evi,"Die Wohnung ist ein Traum. Sehr hell und freundlich, bequeme Betten, tolles Bad. In der Küche sind einige praktische Utensilien vorhanden und wir wurden mit Kuchen begrüßt! Am schönsten ist die Dachterrasse mit der herrlichen Aussicht auf die Berge. Das Haus ist sehr ruhig gelegen und dennoch erreicht man in Kürze den See. Roberto und seine Eltern sind perfekte Gastgeber und wir kommen bestimmt wieder!",German,de,"herrlichen Aussicht, Dachterrasse, Roberto, Eltern, perfekte Gastgeber, bequeme Betten, tolles Bad, praktische Utensilien, Küche, Berge, Kürze, See, Wohnung, Traum, Kuchen",64.90%,Neutral
