Unnamed: 0,Date,Name,Reviews
196,2017-04-17,Evi,"Die Wohnung ist ein Traum. Sehr hell und freundlich, bequeme Betten, tolles Bad. In der Küche sind einige praktische Utensilien vorhanden und wir wurden mit Kuchen begrüßt! Am schönsten ist die Dachterrasse mit der herrlichen Aussicht auf die Berge. Das Haus ist sehr ruhig gelegen und dennoch erreicht man in Kürze den See. Roberto und seine Eltern sind perfekte Gastgeber und wir kommen bestimmt wieder!"
197,2017-04-12,Linda,"Unser Urlaub am Gardasee konnte als Familie nicht besser sein: Wir fanden eine saubere und gepflegte Unterkunft vor, wurden sehr freundlich von Roberto empfangen und kamen in eine gut vorbereitete Ferienwohnung. Die Ausstattung ist sehr schön: Besonders habe ich die herrliche Dusche genossen: Sie hat eine Regen-Brause. Weiterhin mochte ich es am Ofen zu kochen. In der Küche findet man auch alles für das Kochen. Sie ist echt sehr gut ausgestattet. Die großzügige Terrasse ist ebenfalls atemberaubend. Wir konnten sie zum Essen, Verweilen und Ausspannen nutzen. Man hat eine schöne Sicht über die Nachbarschaft und kann die Berghänge anschauen. Da wir für unsere zwei Kleinkinder den Garten mit nutzen konnten, war die Wohnung perfekt: Der Garten ist herrlich gepflegt und hat viele südländischen Pflanzen beherbergt. Man findet Spielzeug und Spielmöglichkeiten für die Kinder. Am Ende rundete die schnelle und unkomplizierte Kommunikation mit Roberto unser Urlaubserlebnis ab. Alles bestens. Wir würden sofort wiederkommen. Die Wohnung / Umfeld ist für Familien geeignet. Unweit der Wohnung ist ein sehr schöner Spielplatz. Direkt am Haus ist ein relativ Verkehrsberuhigter Platz mit einem Tabakladen, der auch Lebensmittel verkauft. Ein morgendlicher Brötchenkauf dauert so nur 5 Minuten. "
198,2017-04-07,Kathrin,"Noch schöner als beschrieben! Ideale Lage. Super liebe Gastgeber. Wer klettern gen will, wohnt perfekt."
199,2017-03-31,Timo,"Sehr schönes Apartment, gut gelegen fast direkt im grünen. Guter Startpunkt für jegliche Freizeit Aktivitäten, ob klettern, wandern, Klettersteige oder Wassersport. Sehr netter und super schnell antwortender Vermieter. Uns hat es an nichts gefehlt. Kann man nur empfehlen. Nur die Kaffeemaschine war die langsamste der Welt, gut das es an jeder Ecke guten Espresso gibt."
200,2017-03-20,George,"This apartment was fantastic. Roberto was a great host, lovely and friendly. Nothing was a problem to him. As stated in previous reviews his parents live downstairs who were really nice and asked if we had everything we need but at the same time kept their distance so we were left to our own. The apartment was exactly like the photos and spotlessly clean. The terrace was my favourite part with a great view. Would 100% stay again."
201,2017-03-12,Marcus,"Robertos apartment was just perfect. The sunny terrace offers a magnificent view, the whole place was super clean & tidy, the kitchen contained everything one could need and the communication was ideal. We would definitely come back!"
202,2017-03-08,Jana,"We stayed in Robertos beautiful appartment for five days and completely enjoyed it. He warmly welcomed us and gave us a lot of helpful information and tips where to go. All in all, we had a very pleasant stay due to the easy communication (Roberto even speaks good German), the amazing view from the balcony as well as the clean and comfortable appartment. "
203,2017-03-03,Jeanmarie,"Roberto's place has a stunning view from the balcony. It's clean, and better than the photos! Roberto is very friendly and helpful - would return! "
204,2017-02-26,Michael,"Robertos Unterkunft ist wirklich sehr schön und übertraf unsere Vorstellungen. Die Wohnung ist sehr modern und mit allem wichtigen ausgestattet was man benötigt. Wir wurden zu später Abendstunde freundlich von seiner Schwester empfangen, welche uns zur verabredeten Zeit vor dem Haus erwartete. Sie nahm sich viel Zeit und zeigte uns in aller ruhe die Wohnung und versorgte uns mit allen wertvollen Informationen für unseren Aufenthalt in Riva. Wir danken Roberto und seiner Schwester für einen entspannten und unkomplizierten Aufenthalt. Viele Grüße und vielleicht bis bald."
205,2017-02-24,Valentin,"Alles bestens, alles neu und sehr gut ausgestattet. "
206,2017-01-17,Evgeni,Unique view to the mountain and lake!!!
207,2017-01-08,Edoardo,Tutto perfetto! Appartamento appena ristrutturato con gusto e ottime finiture. Bellissimo il terrazzo da cui ammirare i tramonti!
208,2016-12-11,Valentina,"Abbiamo appena soggiornato in casa di Roberto per tre giorni. Eravamo 3 adulti, una bambina e un cucciolo! La casa è deliziosa. Ben arredata, luminosa e pulita. I genitori di Roberto ci hanno accolto in maniera impeccabile e anche lui è stato molto disponibile e carino! Il nostro cucciolo un pò esuberante ha avuto una bella sorpresa nel poter usufruire del giardino della casa... ben curato e molto spazioso!! Assolutamente consigliato!!! Spero di tornare presto!"
209,2016-11-15,Оксана,"Для нас стало традицией в ноябре приезжать в Рива Дель Гарда и останавливаться в этом чудесном доме. Дом находится в тихом месте, рядом оливковые рощи, недалеко небольшая церковь, с террасы открывается потрясающий вид на горы. Центр города в 5 минутах езды. Рядом с домом очень удобная парковка. Сами апартаменты очень комфортные, светлые, наполненные солнцем, уютом, теплом. Огромная терраса стала безусловным украшением дома. На террасе очень приято завтракать, наслаждаться открывающимися видами, болтать, читать книжки. Ночью с террасы видна церковь в горах, которая светиться яркой звездочкой. Нас всегда радушно и тепло встречают. Нам очень приятно возвращаться в этот дом!!! It has become our tradition to stay at this beautiful house when we arrive in Riva Del Garda. The house is located in quite part of the town near olive groves in 5 minutes from the center of the town by car. Parking space is direct next to the house.Our apatment is very comfotable, bright, stylish, cosy. Wide terrace is our favourite place. We are fond of having breakfast there, chattering, reading books, even just being there. The terraces offer beautiful views of the mountains. At night we can see the old church in the mountains which shines like a star.We always feel care and attention from Roberto. He is very positive and hospitable. And now we are dreaming about our future visit :))))"
210,2016-11-06,Mario,"Roberto hat uns sehr freundlich begrüßt und alles zur Wohnung erklärt. Die Wohnung war sehr sauber und perfekt gepflegt. In der Küche standen bereits verschiedene Gewürze und Öl bereit und auch Bettwäsche und Handtücher wurden zur Verfügung gestellt. Auch Robertos Eltern, die im Erdgeschoss wohnen, haben uns herzlich willkommen geheißten und waren im Laufe unserers Aufenthalts immer nett und hilfsbereit. Wir können diese Unterkunft also ohne Ausnahmen weiterempfehlen."
211,2016-10-30,Ariel,"Roberto and his family are absolutely great!!! They've been so nice and kind with us!!! They took care of every detail, not only the appartement was spotless and perfectly well equiped but delicious treats were waiting for us, a beautiful orchidea was in the living room and a delicate scent was everywhere. Roberto's mother, who's a nice and sweet lady, that used to talk to us, give us some exquisite fruits of their garden and even some dried by herserlf!. We felt more like a part of the family than just tourists. Thanks from the bottom of our hearts!"
212,2016-10-21,Tal,Roberto and his lovely family welcomed us super nicely and helped us in everything we needed. The apartment is clean and beautiful and in a good location. Just perfect for travelers with car.
213,2016-10-20,Shaun,"What a brilliant stay! Lovely apartment with amazing views and surroundings. Roberto was more than hospitable, he couldn't do enough to help and is a rather cool dude. Would love to come back here, thumbs up!"
214,2016-10-17,Antje,"Nach einer herzlichen Begrüßung wurde uns das Appartement gezeigt. Es ist wie in der Beschreibung und den Bildern - nur noch besser - Die Ausstattung ist hochfertig, neu und absolut gepflegt. Wir haben uns in dieser Zeit rundum wohl gefühlt und waren super begeistert über die Ruhe am Gardasee. Wir kommen sicher wieder. "
215,2016-10-01,Kevin,"Roberto und seine Familie waren super freundlich. Die Wohnung war sehr sauber und der rießige Balkon mit dem Blick auf die Berge war perfekt für das Frühstück beim Sonnenaufgang. Roberto hat sofort auf jeglich Fragen und Anregungen von uns geantwortet, was uns ziemlich geholfen hat. Falls es uns wieder nach Italien zieht, werden wir die Wohnung nochmals buchen. Alles in allem, perfecto!!"
216,2016-09-29,Carly,"Roberto was very friendly and welcoming. Gave us lots of local tips for the area. We had a thoroughly enjoyable stay. The accommodation is stunning, in a very quiet peaceful location with authentic Italian charm, away from the hustle And bustle of the town but not too far away to stroll down for dinner etc, would highly recommend!!"
217,2016-09-22,איתן,"a beautiful place, was very clean and prettier than the pictures. the location is perfect, not a far walk from the lake and close to beautiful trails in the area. we got a warm welcome and Roberto gave us good tips about things to do and was very helpful. very recommended! !"
218,2016-09-19,Scott,"Absolutely beautiful. The scenery here is amazing, even better than the pictures."
219,2016-09-17,Michael,"Unseren vierten Gardasee-Urlaub haben wir in Robertos wunderschöner Wohnung in Riva del Garda verbracht. Wir haben uns hier rundum wohl gefühlt und werden bei nächster Gelegenheit garantiert wieder bei Roberto wohnen. Der Empfang durch Roberto Schwester und seinen Eltern, Roberto musste noch arbeiten, war überaus herzlich. Wir haben uns hier absolut willkommen gefühlt. Morgens haben wir es genossen, auf der großen Terrasse ausgiebig zu frühstücken, bevor wir auf unsere ""Entdeckungstouren"" am Gardasee gegangen sind. Leider kam unser Urlaubsende viel zu schnell und wir waren traurig, Robertos rundum gelungene Wohnung verlassen zu müssen. Wir freuen uns schon auf unseren nächsten Gardasee-Urlaub - hoffentlich wieder in Robertos Wohnung. "
220,2016-09-09,Josefine,"Es war ein rundum gelungener Urlaub. Die Unterkunft, sowie Roberto und dessen Eltern waren toll. Es gibt nichts zu meckern - gern wieder. :)"
221,2016-08-31,Stian,"Nice, modern place aproximately 15 min walk to the beach and 25 min to Riva center. Roberto and his parents live down stairs. They where warm and welcoming. The kids was able to use the trampoline in the back yard and there was a small playground 150m away. The information before our arrival was good. It's a 50m to buy water, bread and other small things. Else you ned to drive 5min to Coop. We will miss the nice viewe from the terrace. We will stay here again next time."
222,2016-08-26,Wesley,"Roberto was very accommodating! We arrived later than expected and he was kind enough to meet us and help with check in. The apartment has a great terrace for drinking coffee and enjoying the mountain scenery. It's very open, minimal, and clean! We had everything we needed and there was a small grocery down the street. You are just a quick 3 minute drive to the lake. We would definitely stay again if we have the opportunity to travel back to northern Italy!"
223,2016-08-24,Gundi,"Roberto ist ein überaus freundlicher, unkomplizierter und zuvorkommender Gastgeber! Jegliche Wünsche und Anfragen wurden umgehend und umfassend beantwortet und erfüllt, auch seine Eltern sind sehr herzlich und helfen ebenfalls mit, dieses ""Rundum-Wohlfühlpaket"" zu ""schnüren"". Die Wohnung ist hell, gemütlich und modern/zweckmäßig eingerichtet, aber natürlich ist der große Balkon der absolute Hit! Der wunderschön angelegte Garten bot uns täglichen Augen- und so manchen Tellerschmaus! Wir werden definitiv nächstes Jahr wieder hierher kommen! "
224,2016-08-13,Martin,"Sehr nette Familie - Roberto und seine Eltern, die auch im Haus wohnen. Alles war perfekt, die Wohnung, die Lage der Wohnung, die Ausstattung. Alles gut, gerne wieder."
225,2016-08-06,Jean-Louis,"The welcome by Roberto (and also his mother and sister) was very warm, personal and friendly. We loved the district (a bit outside the touristic area) and the possibility to walk to the beach (20 min) and a very good restaurant, la Colombera (5 min). I can recommend this place to everyone. Also good with kids because due to the fact that the appartement has a large terrace and a garden with a trampoline and vegetable garden."
226,2016-08-02,Hans,"We did not met Roberto, but his father gave us the keys en showed us the apartment. He was very kind and knew a lot, het spoke good German. "
227,2016-07-30,Bertrand,The host canceled this reservation 7 days before arrival. This is an automated posting.
228,2016-07-12,Radek,"everything was exactly like the pictures roberto and his family are very helpful, beautiful place recommendable with a great view from the terrace. Radek"
229,2016-07-09,Mari-Anne,"Roberto was a fantastic host, he replied to any queries prior to the stay quickly, and gave plenty of info. The apartment was perfect. It was very clean and had everything we needed. When we arrived Roberto showed us around and talked us through where everything was. The terrace is amazing! The view is incredible. The apartment is in a great location, approximately 25 minute walk to the lake front and 10 minute walk to the nearest supermarket. We really enjoyed our stay here and definitely would return! "
230,2016-07-02,Sophie,"Roberto was an extremely helpful and welcoming host. The apartment was clean, spacious and exactly how it looks in the photos - lovely! We especially enjoyed the balcony which had a cracking view of the surrounding mountains and out to be the lake. 10/10 would recommend and will return if we can! "
231,2016-06-30,Brigid,"What a fabulous experience we had. Everything about this Airbnb is wonderful, from the greeting we got from Roberts parents, the beautiful apartment with everything g you could need, comfy beds wonderful shower to the incredible terrace. Such a joy to sit with a cool breeze watching the mountains and the sky. A most wonderful experience with a brilliant helpful host. We will returns from highly recommend it!"
232,2016-06-14,Simone,"Wir hatten einen tollen Aufenthalt in Roberto's Wohnung. Der Empfang war sehr herzlich und der Satz ""Zu Gast bei Freunden"" trifft es hier auf den Punkt. Alles gepflegt und in einem hervorragenden Zustand. Das Interieur und auch die Terrasse ist einfach klasse. Jederzeit wieder!"
233,2016-06-10,Moritz,"We did not meet Roberto himself but his parents took great care of us. They were very kind and showed us around when we arrived- they even shared lemons from their garden with us ;) Roberto called to make sure everything was alright and was happy to answer questions. The rooms were perfect- perfectly equipped, very clean and bright. We had an amazing view from the balancony (huge one). We are also able to use their bikes to ride to the city center. Unfortunately the lock broke and Roberto's dad was so kind as to immediately buy a new one. If we are in Riva again, we would defenetly stay at Roberto's again!!!"
234,2016-06-07,Claudio,"We have stayed at this beautiful place from 5 - 7th June. Roberto was a great and very friendly host and he assisted us all through of our stay and made sure that everything was ok. Upon our arrival we are immediately welcomed to this amazing, modern, clean and fully equipped apartment. This place is really cosy. We really loved having our breakfasts and dinner in the spacious balcony facing some great mountain view. Lake Garda and Riva del Garda are simply magical places. I would recommend anyone to visit this beautiful place on earth. Keep up the good work Roberto and send regards to you beautiful family ! "
235,2016-06-05,Klaus,"Roberto, Mutter und Vater haben uns sehr freundlich empfangen. Roberto hat uns dann die Wohnung gezeigt und alles erklärt. Es war alles genauso wie in der Beschreibung. Die Wohnung war sehr sauber und die Terrasse einfach super. Der kleine Laden hat alles was wir zum Frühstück benötigt haben. Leider war die Trattoria geschlossen, aber es gibt in der näheren Umgebung noch 2 schöne Lokale. Wenn wir wieder zum Lago di Garda fahren, dann bei Roberto wieder wohnen. Vielen Dank Klaus e Karin "
236,2016-05-30,Anamaria,Roberto was a brilliant host. Immediately responsive to all emails and full of help and assistance to make our stay in Riva del Garda most enjoyable - couldn't ask for more - the unit was spot on for our needs. 10 out of 10 from us! Grazie Mille
237,2016-05-20,Eva,"Sehr schönes und neu renoviertes Appartement mit allem was man braucht! Auch super mit Kindern: Babybett und -stuhl wird gestellt! Alles sehr sauber! Roberto und seine Familie sind super Gastgeber, haben uns bei allen Fragen schnell geholfen und gute Tipps gegeben! Roberto spricht auch sehr gut deutsch! Die Lage ist etwas außerhalb, sehr ruhig, trotzdem ist man in 20 Minuten zu Fuß am Hafen. Wir kommen sicher wieder! Haben uns sehr wohl gefühlt! "
238,2016-05-17,Graham,"Our stay was brilliant! Apartment amazing, full equipped, very clean. Close to all amenities, lovely quite area, 15 mins walk to Riva central. Roberto and family made us very welcome, Roberto always on hand if needed. Would definitely recommend."
239,2016-05-08,Luca,Ottimo appartamento in posizione tranquilla
240,2016-05-04,Helena,"Tolle, modern renovierte und großzügige Unterkunft in der Nähe des Stadtzentrums von riva del garda (5 Minuten mit dem Fahrrad). Riesiger Balkon zum Frühstücken! Bei der Ankunft standen bereits Kaffee, Milch und ein Kuchen zum Frühstücken da. Roberto und seine Familie ist wirklich super, sehr engagiert und hilfsbereit was die Freizeitplanung betrifft. Toller Aufenthalt. Immer wieder gerne."
241,2016-05-02,Kerstin,"Good - better - BEST! It was awesome to stay at Robertos appartement. The appartement was perfect, beautiful and calm. Roberto was super friendly and helpful. I will return to his appartement when I'm the next time at Riva! "
242,2016-04-24,Agnes,"Wir haben uns in der Wohnung von Roberto sehr wohl gefühlt. Die Wohnung ist sehr schön eingerichtet, hat alles man man braucht. Es ist sehr ruhig. Ein kleines Geschäft in 2 min zu errreichen, so kann man immer morgens frisches Brot kaufen. Sehr gute und ausreichende Küchenutensilien. Die Wohnung ist sehr hell und wirkt einfach sehr freundlich. Danke auch an Roberto für den freundlichen Empfang und die gute Empfehlung der Resturants. Wir würden jederzeit wieder kommen. Agnes und Karlfried"
243,2016-04-10,Brigitte,"Wunderschön neu und sehr exquisit eingerichtete Wohnung, mit riesiger Terrasse, herrlichem Ausblick und allem was man für einen schönen Urlaub braucht. Sehr ruhig und dennoch zentral gelegen. Perfekte Gastgeber, sehr herzlich, entgegenkommend, hilfsbereit!!! Selbst Kaffee, Frühstückszutaten und frische Blumen standen bereit. Auch ein späterer checkout war überhaupt kein Problem Wir waren begeistert und können hoffentlich bald wieder kommen!"
244,2016-04-08,Gerhard,"Das Appartment ist wie beschrieben modern, sauber, hell, schön eingerichtet. Roberto und seine Eltern sprechen deutsch und sind ausgesrpochen nett. Ruhige Lagem, sicherer Pkw-Stellplatz auf dem Grundstück vorhanden, MTB können ebenfalls sehr sicher in der Keller. Uns hat es sehr gut gefallen."
245,2016-04-02,Bastian,Roberto and his Family are the Perfect hosts. We had very nice Time in Riva Del Garda and Roberto helped us also To find some good Restaurant. The Apartment Looks exactly like on the pictures and it was modern and Clean. Thanks a lot!!!
246,2016-03-29,Julia,"Das Appartment ist sehr schön gelegen mit Blick auf die umliegenden Berge. Es ist sehr sauber, modern und bestens sowie geschmackvoll ausgestattet. Die Vermieter sind sehr nett und hilfsbereit. Wir hatten tolle Tage und werden bestimmt wiederkommen!"
247,2016-03-25,Charlotte,"Das Appartement war genau wie in der Beschreibung hell, sauber und wunderschön! Wir hatten zwei tolle Tage in Riva del Garda. Robertos Mutter und Schwester waren sehr freundlich und konnten uns einige gute Tipps für Riva del Garda geben. Die Kommunikation mit Roberto hat super geklappt, sogar obwohl er zur Zeit unseres Aufenthalts geschäftlich verreist war. Sehr gerne kommen wir wieder, und können die Unterkunft nur wärmstens empfehlen!"
248,2016-03-20,Simone,"Buona accoglienza. Rispecchiate e superate le attese. Casa accogliente bella e pulita con un terrazzo grande e soleggiato. Ideale per noi; io la mia compagna e la piccola Greta, che gattonava con molto piacere sul parkett dell'ampio soggiorno. A piedi si raggiunge facilmente il lago ed il centro con una passeggiata di 10/15 minuti."
249,2016-01-19,Markus,"Spacy modern clean apartment located near Grotta area. Roberto and his father Gigi had a nice and warm welcome, i had a pleasant stay. Thank you Roberto and Gigi"
250,2016-01-02,Massimo,"Siamo stati ospiti di Roberto per 4 giorni a cavallo dell'ultimo dell'anno. Che dire, tutto è andato alla perfezione. Ci siamo sentiti subito a casa grazie dell'ospitalità di Roberto e della sua famiglia. L'appartamento è moderno, luminoso, ben fornito e pulito. Anche d'inverno vale la pena visitare Riva del Garda e tutta la zona attorno.Il lago ha sempre il suo fascino! Consiglio vivamente l'appartamento, ci tornerò di sicuro magari in primavera o d'estate."
251,2015-12-07,Michele,"L'appartamento è stato impeccabile, dotato di ogni confort, pulito accogliente, luminosissimo e ben arredato. La vista sulle montagne, l'ampia terrazza e l'ospitalità di Roberto ci faranno pensare ad un prossimo ritorno in questa bellissima zona magari in primavera o estate, periodo in cui poter sfruttare a pieno anche la bellezza del magnifico lago di Garda. Che dire bella vacanza sottolineata da questa ottima sistemazione. Grazie ancora."
252,2015-11-17,מתת,me and my 3 friends had a wonderful stay at Roberto his lovely parents welcomed us when we arrived and Roberto was happy to help us plan the rest of our trip thanx for the tips!! we would definitely recommend the stay!!
253,2015-11-15,Julia,"Wonderful place, excellent hosts! One of the most lovely of my Airbnb experiences. Thanks to Roberto and his parents. "
254,2015-11-09,Veronika,"Dear Roberto! Thank you for the magical days in your house! So beautiful everything in it, lots of light, all very well located and the kitchen and the bedroom and bathroom and especially a beautiful terrace! And you and your family are very hospitable. Will definitely be back! Many Thanks to you all!"
255,2015-11-01,Daniel,Really good apartment. Very friendly host. It has a beautiful view over the city and the mountains. No problems at all.
256,2015-10-28,Tobias,"Wir hatten einen sehr schönen Urlaub in dem Apartment von Roberto. Roberto empfing uns bei unserer Ankunft sehr freundlich, zeigte uns die sehr schöne, saubere und neue Wohnung und gab uns ein paar Tipps für mögliche Ausflüge. Auch Robertos Eltern, die mit im Haus wohnen, waren sehr freundlich. Es war sehr angenehm bei Fragen oder für Tipps Roberto oder seine Eltern einfach fragen zu können. Die Reisezeit Ende Oktober war entgegen unserer Bedenken super. Wir hatten sehr schönes und noch recht warmes Wetter. Auf dem Balkon konnte man noch sehr schön in der Sonne sitzen. Wir werden gerne noch einmal wieder kommen. Vielen Dank und viele Grüße Tobias und Hannah "
257,2015-10-19,Aneta,We enjoyed staying at Roberto's place a lot! His place is very neat and clean and is located very close to the downtown area! We had no problem finding the house and Roberto and his mother were very welcoming of us! I would definitely recommend Roberto's place to a friend or stay there again in the future! :)
258,2015-10-14,Svenja,"Wir hatten eine tolle Zeit in dem Appartment am Gardasee! Francesco und seine Eltern sind sehr nette Gastgeber: Sie empfingen uns sehr freundlich und hilfsbereit, gaben uns Tipps für sportliche Ausflüge, schenkten uns leckeres Obst aus dem eigenen Garten und luden uns mehrmals auf ein Gläschen Wein ein. Das Appartment ist sehr schön und sauber, gut ausgestattet und hat eine tolle Sonnenterasse. Unser Auto durften wir sicher im Hof parken und unsere Fahrräder innen in einem Hobbyraum einschließen. Das Haus ist ruhig gelegen, abseits vom typischen Touristenrummel und trotzdem nah genug an Einkaufs- und Restaurantmöglichkeiten. Eine tolle Ausgangslage für Bike- und Wandertouren, Klettersteige/Klettern, oder Wassersport. Wir werden gerne wiederkommen! :)"
259,2015-10-04,Linda,"Roberto's place is absolutely lovely, very clean, spacious and quiet and has everything one could need whilst away. His mother greeted us warmly with a cake and milk since we arrived late. Roberto immediately responded to every question we had and was extremely flexible and helpful. We would certainly recommend Roberto as a host and his place for a quiet retreat at lake Garda! We will come back for sure!"
260,2015-10-01,Lukas,"Everything was great! The communication with Roberto was good, he was always there when we had questions. The apartment itself is just as described - amazing: huge, clean, modern and stuffed with everything you need for vacation. Highly recommend it!"
261,2015-09-26,Sven,Roberto is a lovely guy and the apartment was great. Highly recommended!!!
262,2015-09-17,Mark,"This place is fabulous for a quiet break and lots to see and do. The apartment is spotless and has everything and more that you would require whilst away. Roberto and his parents are really nice and make you feel very welcome with lots of information and contact via email if you need anything. Miriam and Luigi were especially nice and even invited us in their home for an aperitif, great to talk to you both. Thanks very much Roberto for making our stay in Lake Garda so great. Grazie mille per tutto, sopratutto per la vostra gentillezza e un ottimo accogliamento Mark & Pat"
263,2015-09-13,Volker,Roberto hat uns sehr nett persönlich empfangen. Wir wurden mit allen Informationen versorgt. Die Wohnung ist in einem sehr guten Zustand und wunderschön im Grünen gelegen.
264,2015-08-29,Nataliya,"There were our second time at Robertos home. Great location, apartment exactly as advertised, clean, spacious and quiet. Roberto and his parents were classy and helpful as needed. Would definitely stay here again. Thanks !"
265,2015-08-18,Anthony,Absolutely lovely stay. Everything was perfect. A lovely large apartment that was immaculate.
266,2015-08-13,Andreas,"Wir hatten einen wunderbaren Urlaub. Als wir ankamen wurden wir von Robertos Mutter herzlich empfangen. Sie zeigte uns die Wohnung, hell, angenehm kühl, gemütlich, modern eingerichtet. Auf dem Esstisch lag ein Kuchen, ein Päckchen Kaffee und Milch, ein netter Willkommensgruß. Herrlich war die große Terrasse mit Blick über das Tal. Nach der Wohnungsbesichtigung zeigte sie uns ihren Garten. Hier wurden wir aufs herzlichste von Robertos Vater begrüßt und sofort mit frisch gepflückten Zitronen und Tomaten beschenkt. Die Eltern wohnen unter der Ferienwohnung. Wir sind uns während des Urlaubs öfter begegnet. Es waren stets sehr nette, freundliche und inspirierende Gespräche. Sie informierten uns über interessante Veranstaltungen und luden uns zum Abschied auf ein Glas Wein ein. Roberto besuchte uns am Abend um sich zu erkundigen ob wir zufrieden sind oder noch etwas benötigen. Auch zwischendurch schaute er immer mal vorbei und erkundigte sich ob wir irgendwelche Wünsche haben. Er hatte gutes Informationsmaterial für Unternehmungen zurecht gelegt. Wir fühlten uns durch seine freundliche und umsichtige Art gut aufgehoben.  "
267,2015-07-30,Markus,"Vom ersten Moment des Kennenlernens bis zur Abreise gibt es eigentlich nur eins zu sagen: Perfekt! Roberto ist supersymphatisch und man fühlt sich bei ihm wie bei einem alten Freund. Die Wohung ist ein Traum, das Bad neu renoviert mit Wohlfühlambiente, eine Küche die keine Wünsche offen lässt und eine Terasse/Balkon, bei der man sich zweimal überlegen muss ob man die Liege verlässt ;-) Roberto hat sich viel Zeit genommen für die Besichtigung. Wir haben von ihm Insider-Tipps für unsere Unternehmungen bekommen und er war für uns stets erreichbar und hat sich um alles gekümmert. Wir waren das erste Mal am Gardasee und das Gefühl jmd. anrufen zu können der uns mit Rat und Tat zur Seite steht, ist unbezahlbar. Zur Begrüßung hab es noch die heimische Milch und den Aprikosenkuchen den wir uns die Tage haben schmecken lassen. Die selbstgemachte Aprikostenmarmelade seiner Mutter lässt uns am Frühstückstisch nun noch eine Weile an die schöne Zeit zurück denken. Spätestens wenn Sie leer ist, steht wohl die nächste Reise zum Gardasee an ;-) Gardasee? Nur bei Roberto!  Wir sehen uns wieder, bis bald, danke für Alles Roberto! Veronika und Markus"
268,2015-07-27,Patricia,"Roberto welcomed us into his beautiful apartment which is upstairs from his family home - he had left some milk, and Italian pastry for us, and when he came by on our second day to make sure everything was ok, he brought a jar of his mum's homemade apricot jam - delicious! Although we shared the front door of the house with the family we didn't see them very much at all. I met his dad one day, who very kindly instructed me to lock the expensive, rented, road bikes in his studio (apparently they are very high risk items for theft). Unfortunately I can't speak Italian, so we couldn't have a proper conversation, but he seems like a very nice man - great artist!!"
269,2015-07-15,Gillian,"Roberto was extremely welcoming and made us feel at home immediately. He was a wonderful host and keen to make sure we had a good holiday. The apartment was fantastic, spacious, newly appointed, comfortable and stylish. The large south facing balcony was an added bonus, we say out there every evening sipping an Aperol spritzer watching the sun go down.  We will definitely be back. "
270,2015-07-11,Ulla,Wir haben uns sehr willkommen gefühlt und sehr wohl gefühlt. Unser Gastgeber hat uns pünktlich und sehr freundlich empfangen. Er hat sich viel Zeit genommen uns die Wohnung und den Garten zu zeigen. Unser Auto konnten wir kostenlos auf dem Grundstück parken. Der Gastgeber war immer für uns erreichbar und hat sich direkt um alles gekümmert. Die Wohnung ist neu und gut ausgestattet. Das Badezimmer ist toll und sehr modern. Die große Terasse ist ein weiteres Highlight der Wohnung. Morgens etwas wohltuender Schatten und später dann pure Sonne. Zum Abschied gab es sogar noch eine selbstgemachte Marmelade aus eigenen Aprikosen.
271,2015-07-04,Alan,"It is indeed a stylish apartment, and is equipped with almost everything one could want. (Coming from a cool climate we found the lack of air-conditioning made for poor sleep: we mentioned this on our last evening, and Roberto accepted our suggestion that an electric fan would have been useful. I imagine that there will be one there by now !) Its star features are the superb terrace (with absolutely incredible views), and Roberto, the most charming and helpful host (and his friendly parents, with whom we enjoyed good moments despite our lack of Italian - picking fruit fresh from the tree, and enjoying his mother's excellent jam.)  We had several interesting chats with Roberto, which gave us some insight into the area, and he was very helpful in resolving a wifi problem caused by an incredible thunderstorm. The apartment is in a quiet and very pleasant suburban area. We found the car almost essential, though younger, fitter folk would probably walk into the town centre in 15 minutes, and it's a pleasant flat bike ride too. Riva s delightful !"
272,2015-06-24,Timea,Roberto is helpful and friendly...the apartment is very nice! It's clean well equipped and it's looks better than in the pictures.:) He answered our questions immediately. Thank you very much Roberto.
273,2015-06-21,Marta,"Roberto und seine Eltern sind sehr freundliche und liebenswerte Gastgeberfamilie. Eine schöne, helle und saubere Wohnung mit einer fantastischen Terrasse und wunderschönem Garten. Wir haben uns hier sofort sehr wohl gefühlt. Wir werden wieder kommen!"
274,2015-06-11,Mikhail,"We had really beautiful vacation at the Roberto's home. Nice view, comfy and quiet place. House good located in the Riva and easy reachable by car if you follow Roberto's instruction :) Roberto and his family are very friendly and helpful. Apartment is big enough and very good equipped, especially kitchen. Very clean. Good beds. Big terrace and the garden is a super plus. Car parking in a few steps. Thank you very much, Roberto. Thank your parents too."
275,2015-06-07,Christina,"Eine unglaublich angenehme und persönliche Art und Weise in Riva unterzukommen. Roberto und seine Familie sind sehr herzlich, freundlich und offen und wir haben uns sofort bei Ihnen sehr wohl gefühlt. Wirklich nur weiter zu empfehlen! :) Das Apartment war super! Top gepflegt und super eingerichtet. Der Ablauf war perfekt und unkompliziert. Wirklich tolle Gastgeber! Wir kommen nächstes Jahr wieder!!! "
